graph_rel_two_step_path__graph_cond_gap_eq_1 | NOT_SERVED(no verified value pair)
graph_rel_two_step_path__graph_cond_left_div_right | L=11:clock R=4:cluster | Graph (square → ring) — There is a two-step arrow path from the square node to the ringed node? If yes: answer YES when left divisible by right. If no: the opposite. | YES
graph_cond_match__graph_cond_diff_gt_3 | L=3:cluster R=6:coins | Use structural correspondence as the gate. Valid right-hand match → gap greater than 3. Invalid match → gap 3 or less. Then answer the active numerical rule. | NO
graph_cond_match__graph_cond_diff_gt_3 | L=2:grid R=8:cluster | Use structural correspondence as the gate. Valid right-hand match → gap greater than 3. Invalid match → gap 3 or less. Then answer the active numerical rule. | NO
graph_cond_match__graph_cond_parity_match | L=8:clock R=3:abacus | Use structural correspondence as the gate. Valid right-hand match → same even/odd type. Invalid match → different even/odd type. Then answer the active numerical rule. | YES
graph_cond_match__graph_cond_parity_match | L=2:grid R=6:roman | Use structural correspondence as the gate. Valid right-hand match → same even/odd type. Invalid match → different even/odd type. Then answer the active numerical rule. | YES
graph_cond_match__graph_cond_parity_match | L=2:clock R=11:card | Do the RIGHT square/ring marks correspond to the LEFT square/ring roles? If YES: answer YES when same even/odd type. If NO: answer YES when different even/odd type. | NO
graph_cond_match__graph_cond_parity_match | L=10:card R=8:ten | Use structural correspondence as the gate. Valid right-hand match → same even/odd type. Invalid match → different even/odd type. Then answer the active numerical rule. | NO
graph_cond_match__graph_cond_left_greater | L=11:tally R=2:tally | Do the RIGHT square/ring marks correspond to the LEFT square/ring roles? If YES: answer YES when left greater than right. If NO: answer YES when left no greater than right. | YES
graph_cond_match__graph_cond_left_greater | L=9:clock R=4:grid | Use structural correspondence as the gate. Valid right-hand match → left greater than right. Invalid match → left no greater than right. Then answer the active numerical rule. | YES
graph_cond_match__graph_cond_left_greater | L=10:finger R=2:finger | Do the RIGHT square/ring marks correspond to the LEFT square/ring roles? If YES: answer YES when left greater than right. If NO: answer YES when left no greater than right. | NO
graph_cond_match__graph_cond_left_greater | L=3:grid R=11:clock | Do the RIGHT square/ring marks correspond to the LEFT square/ring roles? If YES: answer YES when left greater than right. If NO: answer YES when left no greater than right. | NO
graph_cond_match__graph_cond_product_lt_20 | L=7:grid R=1:coins | Do the RIGHT square/ring marks correspond to the LEFT square/ring roles? If YES: answer YES when product less than 20. If NO: answer YES when product 20 or more. | YES
graph_cond_match__graph_cond_product_lt_20 | L=4:domino R=11:clock | Do the RIGHT square/ring marks correspond to the LEFT square/ring roles? If YES: answer YES when product less than 20. If NO: answer YES when product 20 or more. | YES
graph_cond_match__graph_cond_product_lt_20 | L=6:dice R=8:roman | Do the RIGHT square/ring marks correspond to the LEFT square/ring roles? If YES: answer YES when product less than 20. If NO: answer YES when product 20 or more. | NO
graph_cond_match__graph_cond_product_lt_20 | L=1:finger R=11:domino | Use structural correspondence as the gate. Valid right-hand match → product less than 20. Invalid match → product 20 or more. Then answer the active numerical rule. | NO
rec_halving_depth_gt1 | L=7:card R=8:abacus | Start with RIGHT. While the current value is even, divide it by 2; stop when it becomes odd. Were there more than one divide-by-2 step? | YES
rec_halving_depth_gt1 | L=2:cluster R=12:roman | Start with RIGHT. While the current value is even, divide it by 2; stop when it becomes odd. Were there more than one divide-by-2 step? | YES
rec_halving_depth_gt1 | L=8:tally R=10:tally | Start with RIGHT. While the current value is even, divide it by 2; stop when it becomes odd. Were there more than one divide-by-2 step? | NO
rec_halving_depth_gt1 | L=6:ten R=10:roman | Start with LEFT. While the current value is even, divide it by 2; stop when it becomes odd. Were there more than one divide-by-2 step? | NO
rec_subtract5_depth_gt2 | L=11:coins R=8:roman | Start with LEFT+RIGHT. Repeatedly subtract 5 until the value is below 5. Were there more than two subtract-5 steps? | YES
rec_subtract5_depth_gt2 | L=12:roman R=11:clock | Start with LEFT+RIGHT. Repeatedly subtract 5 until the value is below 5. Were there more than two subtract-5 steps? | YES
rec_subtract5_depth_gt2 | L=5:finger R=1:coins | Start with LEFT+RIGHT. Repeatedly subtract 5 until the value is below 5. Were there more than two subtract-5 steps? | NO
rec_subtract5_depth_gt2 | L=1:domino R=7:grid | Start with LEFT+RIGHT. Repeatedly subtract 5 until the value is below 5. Were there more than two subtract-5 steps? | NO
rec_digit_pair_depth_gt1 | L=5:grid R=5:grid | Use LEFT as the tens digit and RIGHT as the ones digit. Repeatedly sum digits until one digit remains. Was more than one digit-sum step needed? | YES
rec_digit_pair_depth_gt1 | L=9:tally R=5:roman | Use LEFT as the tens digit and RIGHT as the ones digit. Repeatedly sum digits until one digit remains. Were at least two digit-sum steps needed? | YES
rec_digit_pair_depth_gt1 | L=1:clock R=4:card | Use LEFT as the tens digit and RIGHT as the ones digit. Repeatedly sum digits until one digit remains. Were at least two digit-sum steps needed? | NO
rec_digit_pair_depth_gt1 | L=6:dice R=3:domino | Use LEFT as the tens digit and RIGHT as the ones digit. Repeatedly sum digits until one digit remains. Were at least two digit-sum steps needed? | NO
rec_safe_branch_depth_gt4 | L=5:grid R=9:grid | Start with LEFT+RIGHT. Repeat until the value reaches 1: if the current value is even, divide it by 2; if it is odd and greater than 1, subtract 1. Did it take more than four steps? | YES
rec_safe_branch_depth_gt4 | L=12:domino R=2:ten | Start with LEFT+RIGHT. Repeat until the value reaches 1: if the current value is even, divide it by 2; if it is odd and greater than 1, subtract 1. Did it take more than four steps? | YES
rec_safe_branch_depth_gt4 | L=2:dice R=1:cube | Start with LEFT+RIGHT. Repeat until the value reaches 1: if the current value is even, divide it by 2; if it is odd and greater than 1, subtract 1. Did it take more than four steps? | NO
rec_safe_branch_depth_gt4 | L=1:dots R=4:cube | Start with LEFT+RIGHT. Repeat until the value reaches 1: if the current value is even, divide it by 2; if it is odd and greater than 1, subtract 1. Did it take more than four steps? | NO
prog_l0_if_even_update | L=12:cluster R=9:cluster | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Check: Is LEFT even? If YES → Add 1 to RIGHT. If NO → Add 1 to LEFT. Question: Is LEFT greater than RIGHT? | YES
prog_l0_if_even_update | L=9:coins R=3:cube | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Check: Is LEFT even? If YES → Add 1 to RIGHT. If NO → Add 1 to LEFT. Question: Is LEFT greater than RIGHT? | YES
prog_l0_if_even_update | L=8:ten R=12:cluster | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Check: Is LEFT even? If YES → Add 1 to RIGHT. If NO → Add 1 to LEFT. Question: Is LEFT greater than RIGHT? | NO
prog_l0_if_even_update | L=11:cluster R=12:clock | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Check: Is LEFT even? If YES → Add 1 to RIGHT. If NO → Add 1 to LEFT. Question: Is LEFT greater than RIGHT? | NO
prog_l0_if_prime_adjust_right | L=7:clock R=8:tally | Use LEFT to choose the TEMP update on RIGHT: prime adds 2, otherwise subtracts 1. Is the final TEMP greater than LEFT? | YES
prog_l0_if_prime_adjust_right | L=7:grid R=7:grid | Start with TEMP equal to RIGHT. Prime LEFT means TEMP plus 2; non-prime LEFT means TEMP minus 1. Does final TEMP exceed LEFT? | YES
prog_l0_if_prime_adjust_right | L=5:cluster R=3:cluster | Set TEMP to RIGHT. If LEFT is prime, add 2 to TEMP; otherwise subtract 1. Is TEMP greater than LEFT? | NO
prog_l0_if_prime_adjust_right | L=12:clock R=3:tally | Set TEMP to RIGHT. If LEFT is prime, add 2 to TEMP; otherwise subtract 1. Is TEMP greater than LEFT? | NO
prog_l0_if_right_gt_adjust_left | L=8:cluster R=7:coins | Use the comparison RIGHT versus LEFT to update TEMP from LEFT. After the update, does TEMP match RIGHT? | YES
prog_l0_if_right_gt_adjust_left | L=5:finger R=8:finger | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Set TEMP to LEFT. Check: Is RIGHT greater than LEFT? If YES → Add 3 to TEMP. If NO → Subtract 1 from TEMP. Question: Is TEMP equal to RIGHT? | YES
prog_l0_if_right_gt_adjust_left | L=7:grid R=7:grid | Set TEMP to LEFT. If RIGHT is greater than LEFT, add 3 to TEMP; otherwise subtract 1. Does TEMP equal RIGHT? | NO
prog_l0_if_right_gt_adjust_left | L=9:finger R=4:dots | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Set TEMP to LEFT. Check: Is RIGHT greater than LEFT? If YES → Add 3 to TEMP. If NO → Subtract 1 from TEMP. Question: Is TEMP equal to RIGHT? | NO
prog_l0_temp_swap_then_branch | L=4:dots R=5:cube | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Set TEMP to LEFT. Swap LEFT and RIGHT. Check: Is TEMP greater than LEFT? If YES → Add 1 to RIGHT. If NO → Add 1 to LEFT. Question: Is TEMP equal to RIGHT? | YES
prog_l0_temp_swap_then_branch | L=8:coins R=8:finger | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Set TEMP to LEFT. Swap LEFT and RIGHT. Check: Is TEMP greater than LEFT? If YES → Add 1 to RIGHT. If NO → Add 1 to LEFT. Question: Is TEMP equal to RIGHT? | YES
prog_l0_temp_swap_then_branch | L=12:card R=6:ten | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Set TEMP to LEFT. Swap LEFT and RIGHT. Check: Is TEMP greater than LEFT? If YES → Add 1 to RIGHT. If NO → Add 1 to LEFT. Question: Is TEMP equal to RIGHT? | NO
prog_l0_temp_swap_then_branch | L=11:cluster R=7:cluster | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Set TEMP to LEFT. Swap LEFT and RIGHT. Check: Is TEMP greater than LEFT? If YES → Add 1 to RIGHT. If NO → Add 1 to LEFT. Question: Is TEMP equal to RIGHT? | NO
prog_l0_repeat_mod_right | L=12:tally R=11:roman | Use LEFT's remainder after division by 3 as the repeat count. Each repeat adds 2 to RIGHT. Does RIGHT end above 10? | YES
prog_l0_repeat_mod_right | L=8:cluster R=9:ten | Add 2 to RIGHT once for each unit in LEFT's remainder after division by 3. Is the final RIGHT greater than 10? | YES
prog_l0_repeat_mod_right | L=9:clock R=6:abacus | Use LEFT's remainder after division by 3 as the repeat count. Each repeat adds 2 to RIGHT. Does RIGHT end above 10? | NO
prog_l0_repeat_mod_right | L=11:card R=3:roman | Use LEFT's remainder after division by 3 as the repeat count. Each repeat adds 2 to RIGHT. Does RIGHT end above 10? | NO
iter_l0_variable_repeat_left | L=9:roman R=3:coins | Use RIGHT's remainder after division by 3 as the repeat count. Each repeat raises LEFT by 1. Does LEFT finish above RIGHT? | YES
iter_l0_variable_repeat_left | L=11:roman R=10:coins | RUN THE CARD Start: use the flashed LEFT and RIGHT. TEMP starts at 0. Let k be the remainder after dividing RIGHT by 3. Repeat k times → Add 1 to LEFT. Question: Is LEFT greater than RIGHT? | YES
iter_l0_variable_repeat_left | L=3:cube R=12:cluster | Add 1 to LEFT once for each unit in RIGHT's remainder after division by 3. Is the final LEFT greater than RIGHT? | NO
iter_l0_variable_repeat_left | L=5:coins R=6:grid | Repeat a +1 update on LEFT according to what RIGHT leaves after groups of 3. Is final LEFT larger than RIGHT? | NO
iter_l0_variable_countdown_right | L=5:grid R=7:coins | Count down RIGHT according to what LEFT leaves after groups of 3. Is final RIGHT the same as LEFT? | YES
iter_l0_variable_countdown_right | L=2:cube R=11:abacus | Use LEFT's remainder after division by 3 as the countdown count. Each step lowers RIGHT by 1. Do the two values match at the end? | NO
iter_l0_variable_countdown_right | L=4:card R=7:tally | Subtract 1 from RIGHT once for each unit in LEFT's remainder after division by 3. Does RIGHT finish equal to LEFT? | NO
shepard_cond_sum_gt_10 | L=6:coins R=6:roman | ROTATION → sum greater than 10; MIRROR → sum 10 or less. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_sum_gt_10 | L=8:domino R=6:abacus | ROTATION → sum greater than 10; MIRROR → sum 10 or less. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_sum_gt_10 | L=10:clock R=2:domino | First decide: rotation or mirror? Rotation → answer YES when sum greater than 10. Mirror → answer YES when sum 10 or less. | NO
shepard_cond_diff_gt_3 | L=9:ten R=5:tally | First decide: rotation or mirror? Rotation → answer YES when gap greater than 3. Mirror → answer YES when gap 3 or less. | YES
shepard_cond_diff_gt_3 | L=8:domino R=11:abacus | First decide: rotation or mirror? Rotation → answer YES when gap greater than 3. Mirror → answer YES when gap 3 or less. | YES
shepard_cond_diff_gt_3 | L=11:card R=2:cube | First decide: rotation or mirror? Rotation → answer YES when gap greater than 3. Mirror → answer YES when gap 3 or less. | NO
shepard_cond_diff_gt_3 | L=1:domino R=9:ten | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when gap greater than 3. If NO (it is a mirror): answer YES when gap 3 or less. | NO
shepard_cond_parity_match | L=4:card R=3:grid | First decide: rotation or mirror? Rotation → answer YES when same even/odd type. Mirror → answer YES when different even/odd type. | YES
shepard_cond_parity_match | L=2:ten R=8:coins | First decide: rotation or mirror? Rotation → answer YES when same even/odd type. Mirror → answer YES when different even/odd type. | YES
shepard_cond_parity_match | L=6:cube R=10:tally | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when same even/odd type. If NO (it is a mirror): answer YES when different even/odd type. | NO
shepard_cond_parity_match | L=7:tally R=6:abacus | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when same even/odd type. If NO (it is a mirror): answer YES when different even/odd type. | NO
shepard_cond_left_greater | L=10:coins R=2:dots | First decide: rotation or mirror? Rotation → answer YES when left greater than right. Mirror → answer YES when left no greater than right. | YES
shepard_cond_left_greater | L=5:card R=1:abacus | First decide: rotation or mirror? Rotation → answer YES when left greater than right. Mirror → answer YES when left no greater than right. | YES
shepard_cond_left_greater | L=10:coins R=5:ten | First decide: rotation or mirror? Rotation → answer YES when left greater than right. Mirror → answer YES when left no greater than right. | NO
shepard_cond_left_greater | L=10:finger R=3:abacus | ROTATION → left greater than right; MIRROR → left no greater than right. Is that selected rule true of LEFT and RIGHT? | NO
shepard_cond_both_even | L=8:cube R=9:roman | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when both values even. If NO (it is a mirror): answer YES when at least one value odd. | YES
shepard_cond_both_even | L=7:coins R=10:finger | ROTATION → both values even; MIRROR → at least one value odd. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_both_even | L=6:grid R=11:cluster | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when both values even. If NO (it is a mirror): answer YES when at least one value odd. | NO
shepard_cond_both_even | L=5:cube R=10:abacus | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when both values even. If NO (it is a mirror): answer YES when at least one value odd. | NO
shepard_cond_sum_even | L=3:cube R=3:abacus | ROTATION → sum is even; MIRROR → sum is odd. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_sum_even | L=5:grid R=1:card | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when sum is even. If NO (it is a mirror): answer YES when sum is odd. | YES
shepard_cond_sum_even | L=5:dice R=4:card | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when sum is even. If NO (it is a mirror): answer YES when sum is odd. | NO
shepard_cond_product_lt_20 | L=11:abacus R=2:clock | First decide: rotation or mirror? Rotation → answer YES when product less than 20. Mirror → answer YES when product 20 or more. | YES
shepard_cond_product_lt_20 | L=11:clock R=4:roman | ROTATION → product less than 20; MIRROR → product 20 or more. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_product_lt_20 | L=11:domino R=10:ten | ROTATION → product less than 20; MIRROR → product 20 or more. Is that selected rule true of LEFT and RIGHT? | NO
shepard_cond_product_lt_20 | L=1:tally R=4:dots | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when product less than 20. If NO (it is a mirror): answer YES when product 20 or more. | NO
shepard_cond_gap_eq_1 | L=4:coins R=11:clock | ROTATION → values are consecutive; MIRROR → values are not consecutive. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_gap_eq_1 | L=6:abacus R=3:clock | ROTATION → values are consecutive; MIRROR → values are not consecutive. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_gap_eq_1 | L=8:cluster R=11:coins | First decide: rotation or mirror? Rotation → answer YES when values are consecutive. Mirror → answer YES when values are not consecutive. | NO
shepard_cond_gap_eq_1 | L=7:abacus R=11:coins | First decide: rotation or mirror? Rotation → answer YES when values are consecutive. Mirror → answer YES when values are not consecutive. | NO
shepard_cond_both_gt_5 | L=1:ten R=10:roman | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when both values greater than 5. If NO (it is a mirror): answer YES when at least one value is 5 or less. | YES
shepard_cond_both_gt_5 | L=8:domino R=4:card | ROTATION → both values greater than 5; MIRROR → at least one value is 5 or less. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_both_gt_5 | L=1:roman R=6:cluster | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when both values greater than 5. If NO (it is a mirror): answer YES when at least one value is 5 or less. | NO
shepard_cond_both_gt_5 | L=9:grid R=6:roman | First decide: rotation or mirror? Rotation → answer YES when both values greater than 5. Mirror → answer YES when at least one value is 5 or less. | NO
shepard_cond_sum_eq_10 | L=8:clock R=1:dots | First decide: rotation or mirror? Rotation → answer YES when sum exactly 10. Mirror → answer YES when sum not 10. | YES
shepard_cond_sum_eq_10 | L=11:cluster R=8:coins | ROTATION → sum exactly 10; MIRROR → sum not 10. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_sum_eq_10 | L=8:cube R=1:tally | ROTATION → sum exactly 10; MIRROR → sum not 10. Is that selected rule true of LEFT and RIGHT? | NO
shepard_cond_sum_eq_10 | L=5:grid R=4:domino | First decide: rotation or mirror? Rotation → answer YES when sum exactly 10. Mirror → answer YES when sum not 10. | NO
shepard_cond_one_prime | L=9:roman R=2:abacus | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when at least one value is prime. If NO (it is a mirror): answer YES when no value is prime. | YES
shepard_cond_one_prime | L=9:domino R=11:cluster | ROTATION → at least one value is prime; MIRROR → no value is prime. Is that selected rule true of LEFT and RIGHT? | YES
shepard_cond_one_prime | L=5:ten R=9:ten | First decide: rotation or mirror? Rotation → answer YES when at least one value is prime. Mirror → answer YES when no value is prime. | NO
shepard_cond_one_prime | L=3:dots R=10:roman | ROTATION → at least one value is prime; MIRROR → no value is prime. Is that selected rule true of LEFT and RIGHT? | NO
shepard_cond_left_div_right | L=10:domino R=6:cube | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when left divisible by right. If NO (it is a mirror): answer YES when left not divisible by right. | YES
shepard_cond_left_div_right | L=6:cluster R=6:tally | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when left divisible by right. If NO (it is a mirror): answer YES when left not divisible by right. | YES
shepard_cond_left_div_right | L=7:tally R=6:roman | ROTATION → left divisible by right; MIRROR → left not divisible by right. Is that selected rule true of LEFT and RIGHT? | NO
shepard_cond_left_div_right | L=7:tally R=1:finger | Is one figure a ROTATION of the other (not a mirror)? If YES: answer YES when left divisible by right. If NO (it is a mirror): answer YES when left not divisible by right. | NO
graph_cond_sum_gt_10 | L=11:coins R=6:clock | Do the two directed graphs MATCH in structure? If YES: answer YES when sum greater than 10. If NO: answer YES when sum 10 or less. | YES
graph_cond_sum_gt_10 | L=8:cube R=4:dice | Do the two directed graphs MATCH in structure? If YES: answer YES when sum greater than 10. If NO: answer YES when sum 10 or less. | YES
graph_cond_sum_gt_10 | L=6:ten R=7:roman | Graph branch first. Matching structure → sum greater than 10. Structural edit → sum 10 or less. Then answer the active numerical rule. | NO
graph_cond_sum_gt_10 | L=5:finger R=1:dots | Graph branch first. Matching structure → sum greater than 10. Structural edit → sum 10 or less. Then answer the active numerical rule. | NO
graph_cond_diff_gt_3 | L=10:coins R=6:grid | Do the two directed graphs MATCH in structure? If YES: answer YES when gap greater than 3. If NO: answer YES when gap 3 or less. | YES
graph_cond_diff_gt_3 | L=8:finger R=8:abacus | Graph branch first. Matching structure → gap greater than 3. Structural edit → gap 3 or less. Then answer the active numerical rule. | YES
graph_cond_diff_gt_3 | L=1:dots R=2:tally | Do the two directed graphs MATCH in structure? If YES: answer YES when gap greater than 3. If NO: answer YES when gap 3 or less. | NO
graph_cond_diff_gt_3 | L=10:ten R=10:card | Do the two directed graphs MATCH in structure? If YES: answer YES when gap greater than 3. If NO: answer YES when gap 3 or less. | NO
graph_cond_parity_match | L=11:clock R=6:card | Do the two directed graphs MATCH in structure? If YES: answer YES when same even/odd type. If NO: answer YES when different even/odd type. | YES
graph_cond_parity_match | L=1:tally R=7:finger | Graph branch first. Matching structure → same even/odd type. Structural edit → different even/odd type. Then answer the active numerical rule. | YES
graph_cond_parity_match | L=2:domino R=11:abacus | Graph branch first. Matching structure → same even/odd type. Structural edit → different even/odd type. Then answer the active numerical rule. | NO
graph_cond_parity_match | L=8:grid R=10:finger | Graph branch first. Matching structure → same even/odd type. Structural edit → different even/odd type. Then answer the active numerical rule. | NO
graph_cond_left_greater | L=7:abacus R=6:dice | Do the two directed graphs MATCH in structure? If YES: answer YES when left greater than right. If NO: answer YES when left no greater than right. | YES
graph_cond_left_greater | L=7:grid R=9:card | Graph branch first. Matching structure → left greater than right. Structural edit → left no greater than right. Then answer the active numerical rule. | YES
graph_cond_left_greater | L=2:clock R=11:cluster | Graph branch first. Matching structure → left greater than right. Structural edit → left no greater than right. Then answer the active numerical rule. | NO
graph_cond_left_greater | L=11:abacus R=9:coins | Do the two directed graphs MATCH in structure? If YES: answer YES when left greater than right. If NO: answer YES when left no greater than right. | NO
graph_cond_both_even | L=10:abacus R=10:coins | Do the two directed graphs MATCH in structure? If YES: answer YES when both values even. If NO: answer YES when at least one value odd. | YES
graph_cond_both_even | L=6:dots R=11:tally | Graph branch first. Matching structure → both values even. Structural edit → at least one value odd. Then answer the active numerical rule. | YES
graph_cond_both_even | L=8:cube R=8:abacus | Do the two directed graphs MATCH in structure? If YES: answer YES when both values even. If NO: answer YES when at least one value odd. | NO
graph_cond_both_even | L=6:roman R=2:ten | Do the two directed graphs MATCH in structure? If YES: answer YES when both values even. If NO: answer YES when at least one value odd. | NO
graph_cond_sum_even | L=1:dots R=8:grid | Do the two directed graphs MATCH in structure? If YES: answer YES when sum is even. If NO: answer YES when sum is odd. | YES
graph_cond_sum_even | L=5:coins R=1:dice | Do the two directed graphs MATCH in structure? If YES: answer YES when sum is even. If NO: answer YES when sum is odd. | YES
graph_cond_sum_even | L=1:grid R=3:dots | Do the two directed graphs MATCH in structure? If YES: answer YES when sum is even. If NO: answer YES when sum is odd. | NO
graph_cond_sum_even | L=7:dots R=3:cluster | Graph branch first. Matching structure → sum is even. Structural edit → sum is odd. Then answer the active numerical rule. | NO
graph_cond_product_lt_20 | L=4:dice R=3:dice | Graph branch first. Matching structure → product less than 20. Structural edit → product 20 or more. Then answer the active numerical rule. | YES
graph_cond_product_lt_20 | L=10:roman R=4:tally | Do the two directed graphs MATCH in structure? If YES: answer YES when product less than 20. If NO: answer YES when product 20 or more. | YES
graph_cond_product_lt_20 | L=5:roman R=4:clock | Graph branch first. Matching structure → product less than 20. Structural edit → product 20 or more. Then answer the active numerical rule. | NO
graph_cond_product_lt_20 | L=3:card R=8:abacus | Do the two directed graphs MATCH in structure? If YES: answer YES when product less than 20. If NO: answer YES when product 20 or more. | NO
graph_cond_gap_eq_1 | L=9:card R=4:clock | Do the two directed graphs MATCH in structure? If YES: answer YES when values are consecutive. If NO: answer YES when values are not consecutive. | YES
graph_cond_gap_eq_1 | L=7:cluster R=8:tally | Graph branch first. Matching structure → values are consecutive. Structural edit → values are not consecutive. Then answer the active numerical rule. | YES
graph_cond_gap_eq_1 | L=10:coins R=1:dots | Graph branch first. Matching structure → values are consecutive. Structural edit → values are not consecutive. Then answer the active numerical rule. | NO
graph_cond_gap_eq_1 | L=1:grid R=7:tally | Graph branch first. Matching structure → values are consecutive. Structural edit → values are not consecutive. Then answer the active numerical rule. | NO
graph_cond_both_gt_5 | L=5:clock R=4:abacus | Do the two directed graphs MATCH in structure? If YES: answer YES when both values greater than 5. If NO: answer YES when at least one value is 5 or less. | YES
graph_cond_both_gt_5 | L=2:roman R=9:grid | Graph branch first. Matching structure → both values greater than 5. Structural edit → at least one value is 5 or less. Then answer the active numerical rule. | YES
graph_cond_both_gt_5 | L=9:clock R=3:card | Do the two directed graphs MATCH in structure? If YES: answer YES when both values greater than 5. If NO: answer YES when at least one value is 5 or less. | NO
graph_cond_both_gt_5 | L=1:finger R=4:tally | Graph branch first. Matching structure → both values greater than 5. Structural edit → at least one value is 5 or less. Then answer the active numerical rule. | NO
graph_cond_sum_eq_10 | L=4:cluster R=3:card | Graph branch first. Matching structure → sum exactly 10. Structural edit → sum not 10. Then answer the active numerical rule. | YES
graph_cond_sum_eq_10 | L=9:cube R=8:tally | Graph branch first. Matching structure → sum exactly 10. Structural edit → sum not 10. Then answer the active numerical rule. | YES
